term_id,prefLabel@es,altLabel@es,definition@es,prefLabel@en,altLabel@en,definition@en,prefLabel@de,altLabel@de,definition@de,prefLabel@nl,altLabel@nl,definition@nl,iate_id
LT6450813,sistema,"system,VAT Information Exchange System,Value-added Tax Information Exchange System,Value Added Tax Information Exchange System,VIES,dual system",,sistema dual,"doctrina,teoría,interpretación,,sistema de intercambio de información sobre el IVA,sistema VIES,VIES,sistema dual",,duales System,"System,Doktrin,Auffassung,System,Mehrwertsteuer-Informationsaustauschsystem,MwSt-Informationsaustauschsystem,MIAS,duales System,duales Berufsausbildungssystem",Berufsausbildungssystem mit parallel verlaufender Berufsausbildung und Einsatz am Arbeitsplatz,alternerend opleidingssysteem,"systeem,systeem voor de uitwisseling van btw-informatie,VIES,btw-informatie-uitwisselingssysteem,alternerend opleidingssysteem,alternerende opleiding",,1111136
LT6450813,sistema,"system,VAT Information Exchange System,Value-added Tax Information Exchange System,Value Added Tax Information Exchange System,VIES,dual system,funds transfer system,FTS,payment system","formal arrangement based on a private contract or legislation, with multiple membership, common rules and standardised arrangements, for the transmission, clearing, netting and/or settlement of monetary obligations arising between its members",sistema de transferencia de fondos,"doctrina,teoría,interpretación,,sistema de intercambio de información sobre el IVA,sistema VIES,VIES,sistema dual,sistema de transferencia de fondos,sistema de pago","Mecanismo formal, basado en un contrato privado o en el derecho estatutario, con numerosos participantes, reglas comunes y procedimientos normalizados, para la transmisión y liquidación de las obligaciones monetarias surgidas entre dichos miembros.",Überweisungssystem,"System,Doktrin,Auffassung,System,Mehrwertsteuer-Informationsaustauschsystem,MwSt-Informationsaustauschsystem,MIAS,duales System,duales Berufsausbildungssystem,Überweisungssystem,Zahlungssystem,System zum Transfer von Geldbeträgen","formale, auf privaten Verträgen oder gesetzlicher Regelung beruhende Vereinbarung für die Übermittlung und den Ausgleich von Geldverbindlichkeiten zwischen mehreren Mitgliedern nach gemeinsamen Regeln und standardisierten Vorkehrungen",betalingssysteem,"systeem,systeem voor de uitwisseling van btw-informatie,VIES,btw-informatie-uitwisselingssysteem,alternerend opleidingssysteem,alternerende opleiding,betalingssysteem,betaalsysteem","een op een privaatrechtelijke overeenkomst of wettelijke voorschriften gebaseerde formele regeling met meerdere deelnemers, gemeenschappelijke reglementen en gestandaardiseerde procedures ter overmaking en verevening van geldelijke verplichtingen tussende deelnemers",893856
LT6450813,sistema,,,doctrina,"doctrina,teoría,interpretación",,System,"System,Doktrin,Auffassung",,,,,1393782
LT6450813,sistema,system,"collection of elements of an auditee that are related one to another in order to achieve an objective. A system includes the inputs, the operations carried out, the resources used to carry out these operations, the outputs produced and the effects of the outputs on the outside world. It also includes the structures used to provide direction for all the elements and to ensure that planned results are achieved",sistema,"doctrina,teoría,interpretación,","conjunto de componentes de una entidad interrelacionados para conseguir un objetivo. Comprende los factores de producción, las operaciones realizadas, los recursos empleados en la realización de estas operaciones y sus productos, así como sus efectos sobre el exterior. Incluye también la organización que se utiliza para dirigir a todos los demás elementos y garantizar que se obtienen los resultados previstos",System,"System,Doktrin,Auffassung,System","Gesamtheit der zur Erreichung eines bestimmten Ziels miteinander verbundenen einzelnen Arbeitsbereiche der geprüften Stelle. Ein System umfaßt den Input, die getätigten Geschäftsvorfälle, die zu ihrer Ausführung eingesetzten Ressourcen, den Output sowie deren Außenwirkung. Hierzu zählt auch der Organisationsapparat, der dazu dient, sämtliche Elemente des Systems zu lenken und sicherzustellen, daß die vorgesehenen Ergebnisse erzielt werden",systeem,systeem,"alle onderling verbonden elementen van een organisatie waarmee de verwezenlijking van een doelstelling wordt beoogd. Een systeem omvat de input, de verrichte handelingen, de voor deze verrichtingen gebruikte middelen, de output en de uitwerking van de output op de omgeving. Ook de organisatievorm die richting moet geven aan de elementen en moet garanderen dat de beoogde resultaten worden bereikt, maakt deel uit van het systeem",1083094
LT6450813,sistema,"system,VAT Information Exchange System,Value-added Tax Information Exchange System,Value Added Tax Information Exchange System,VIES","computerised cross-border, intra-Community system via which traders can verify the VAT registration data of their partners recorded in the national electronic database of another Member State, which also enables VAT administrations to monitor and control the flow of intra-Community trade to detect all kinds of irregularities",sistema de intercambio de información sobre el IVA,"doctrina,teoría,interpretación,,sistema de intercambio de información sobre el IVA,sistema VIES,VIES","Sistema de intercambio de información entre los Estados miembros de la UE sobre las transacciones intracomunitarias, concebido para facilitar la comunicación a la Comisión de toda la información relativa al impuesto sobre el valor añadido que pueda resultar de interés a escala comunitaria.",Mehrwertsteuer-Informationsaustauschsystem,"System,Doktrin,Auffassung,System,Mehrwertsteuer-Informationsaustauschsystem,MwSt-Informationsaustauschsystem,MIAS","elektronisches System, über das Unternehmen sich die Gültigkeit der MwSt-Nummern ihrer Geschäftspartner bestätigen lassen können und Steuerverwaltungen den Fluss des innergemeinschaftlichen Handels beobachten und auf etwaige Unregelmäßigkeiten hin überprüfen können",systeem voor de uitwisseling van btw-informatie,"systeem,systeem voor de uitwisseling van btw-informatie,VIES,btw-informatie-uitwisselingssysteem",zoekmachine van de Europese Commissie waarmee men binnen de EU in nationale btw-databases informatie over btw-nummers kan opzoeken,862758
LT6450813,sistema,"system,VAT Information Exchange System,Value-added Tax Information Exchange System,Value Added Tax Information Exchange System,VIES,dual system",,sistema dual,"doctrina,teoría,interpretación,,sistema de intercambio de información sobre el IVA,sistema VIES,VIES,sistema dual",,duales System,"System,Doktrin,Auffassung,System,Mehrwertsteuer-Informationsaustauschsystem,MwSt-Informationsaustauschsystem,MIAS,duales System,duales Berufsausbildungssystem",Berufsausbildungssystem mit parallel verlaufender Berufsausbildung und Einsatz am Arbeitsplatz,alternerend opleidingssysteem,"systeem,systeem voor de uitwisseling van btw-informatie,VIES,btw-informatie-uitwisselingssysteem,alternerend opleidingssysteem,alternerende opleiding",,1111136
LT6450813,sistema,"system,VAT Information Exchange System,Value-added Tax Information Exchange System,Value Added Tax Information Exchange System,VIES,dual system,funds transfer system,FTS,payment system","formal arrangement based on a private contract or legislation, with multiple membership, common rules and standardised arrangements, for the transmission, clearing, netting and/or settlement of monetary obligations arising between its members",sistema de transferencia de fondos,"doctrina,teoría,interpretación,,sistema de intercambio de información sobre el IVA,sistema VIES,VIES,sistema dual,sistema de transferencia de fondos,sistema de pago","Mecanismo formal, basado en un contrato privado o en el derecho estatutario, con numerosos participantes, reglas comunes y procedimientos normalizados, para la transmisión y liquidación de las obligaciones monetarias surgidas entre dichos miembros.",Überweisungssystem,"System,Doktrin,Auffassung,System,Mehrwertsteuer-Informationsaustauschsystem,MwSt-Informationsaustauschsystem,MIAS,duales System,duales Berufsausbildungssystem,Überweisungssystem,Zahlungssystem,System zum Transfer von Geldbeträgen","formale, auf privaten Verträgen oder gesetzlicher Regelung beruhende Vereinbarung für die Übermittlung und den Ausgleich von Geldverbindlichkeiten zwischen mehreren Mitgliedern nach gemeinsamen Regeln und standardisierten Vorkehrungen",betalingssysteem,"systeem,systeem voor de uitwisseling van btw-informatie,VIES,btw-informatie-uitwisselingssysteem,alternerend opleidingssysteem,alternerende opleiding,betalingssysteem,betaalsysteem","een op een privaatrechtelijke overeenkomst of wettelijke voorschriften gebaseerde formele regeling met meerdere deelnemers, gemeenschappelijke reglementen en gestandaardiseerde procedures ter overmaking en verevening van geldelijke verplichtingen tussende deelnemers",893856
LT3481858,posesión,,,tomar posesión,tomar posesión,,den Dienst antreten,"den Dienst antreten,ein Amt antreten,eine Stelle antreten,eine Tätigkeit aufnehmen",,in functie treden,"in functie treden,zijn ambt aanvaarden",beginnen met de uitoefening van een ambt of de vervulling van een taak,1394539
LT3481858,posesión,"joint tenancy,common ownership,joint ownership",,ocupación en común,"tomar posesión,ocupación en común,posesión en común,tenencia en común",,Gemeinbesitz,"den Dienst antreten,ein Amt antreten,eine Stelle antreten,eine Tätigkeit aufnehmen,Gemeinbesitz,Besitz zur gesamten Hand,Gesamthandsgemeinschaft","Besitz oeffentlich-rechtl. Koerperschaften und genossenschaftlicher Korporationen,...",in functie treden,"in functie treden,zijn ambt aanvaarden",beginnen met de uitoefening van een ambt of de vervulling van een taak,1253494
LT3481858,posesión,"joint tenancy,common ownership,joint ownership,possession of weapons",,posesión de armas,"tomar posesión,ocupación en común,posesión en común,tenencia en común,posesión de armas",,Waffenbesitz,"den Dienst antreten,ein Amt antreten,eine Stelle antreten,eine Tätigkeit aufnehmen,Gemeinbesitz,Besitz zur gesamten Hand,Gesamthandsgemeinschaft,Waffenbesitz",,bezit van wapens,"in functie treden,zijn ambt aanvaarden,bezit van wapens,wapenbezit",,157035
LT3481858,posesión,"joint tenancy,common ownership,joint ownership,possession of weapons,disturbance of possession",,hostigamiento de la posesión,"tomar posesión,ocupación en común,posesión en común,tenencia en común,posesión de armas,hostigamiento de la posesión,agresión a la posesión",,Besitzstörung,"den Dienst antreten,ein Amt antreten,eine Stelle antreten,eine Tätigkeit aufnehmen,Gemeinbesitz,Besitz zur gesamten Hand,Gesamthandsgemeinschaft,Waffenbesitz,Besitzstörung",widerrechtliche Störung des Besitzes gegen den Willen des Besitzers,storing van het bezit,"in functie treden,zijn ambt aanvaarden,bezit van wapens,wapenbezit,storing van het bezit",,1396139
LT3481858,posesión,"joint tenancy,common ownership,joint ownership,possession of weapons,disturbance of possession,restricted right of enjoyment",,derecho de posesión limitado,"tomar posesión,ocupación en común,posesión en común,tenencia en común,posesión de armas,hostigamiento de la posesión,agresión a la posesión,derecho de posesión limitado",,beschränktes Nutzungsrecht,"den Dienst antreten,ein Amt antreten,eine Stelle antreten,eine Tätigkeit aufnehmen,Gemeinbesitz,Besitz zur gesamten Hand,Gesamthandsgemeinschaft,Waffenbesitz,Besitzstörung,beschränktes Nutzungsrecht",,beperkt genotsrecht,"in functie treden,zijn ambt aanvaarden,bezit van wapens,wapenbezit,storing van het bezit,beperkt genotsrecht",,1129973
LT2216494,duración,operational time,,duración de trabajo,duración de trabajo,,Hauptzeit,Hauptzeit,,bewerkingstijd,bewerkingstijd,,1696666
LT2216494,duración,"operational time,term of office,tenure of office",,duración del mandato,"duración de trabajo,duración del mandato,período de la función,mandato,cargo,función",,Amtszeit,"Hauptzeit,Amtszeit,Amtsdauer,Amtsperiode",festgelegte Zeitspanne der Tätigkeit in einem Amt,mandaat,"bewerkingstijd,mandaat,ambtstermijn",,1393993
LT2216494,duración,"operational time,term of office,tenure of office",,duración del permiso,"duración de trabajo,duración del mandato,período de la función,mandato,cargo,función,duración del permiso,duración de las vacaciones",,Urlaubsdauer,"Hauptzeit,Amtszeit,Amtsdauer,Amtsperiode,Urlaubsdauer",,aantal vakantiedagen,"bewerkingstijd,mandaat,ambtstermijn,aantal vakantiedagen",,1392663
LT2216494,duración,"operational time,term of office,tenure of office,term of office",,duración del mandato,"duración de trabajo,duración del mandato,período de la función,mandato,cargo,función,duración del permiso,duración de las vacaciones,duración del mandato",,Amtszeit,"Hauptzeit,Amtszeit,Amtsdauer,Amtsperiode,Urlaubsdauer,Amtszeit",,ambtstermijn,"bewerkingstijd,mandaat,ambtstermijn,aantal vakantiedagen,ambtstermijn",,1195364
LT2216494,duración,"operational time,term of office,tenure of office,term of office,duration of shift",,duración de una tarea,"duración de trabajo,duración del mandato,período de la función,mandato,cargo,función,duración del permiso,duración de las vacaciones,duración del mandato,duración de una tarea",,Schichtzeit,"Hauptzeit,Amtszeit,Amtsdauer,Amtsperiode,Urlaubsdauer,Amtszeit,Schichtzeit",,ploeg-tijd,"bewerkingstijd,mandaat,ambtstermijn,aantal vakantiedagen,ambtstermijn,ploeg-tijd",,1406176
LT1635643,periodo,vesting,the amount of time that an employee must work before retirement or benefit plan contributions made by the employer become the employee's property without penalty,periodo mínimo,periodo mínimo,,Wartezeit,Wartezeit,,volledige loopbaan,volledige loopbaan,,1683724
LT1635643,periodo,"vesting,time period",interval of time between two related phenomena or in which a complete cycle is accomplished,periodo de tiempo,"periodo mínimo,periodo de tiempo,período de tiempo",,Zeitspanne,"Wartezeit,Zeitspanne",,tijdsverloop,"volledige loopbaan,tijdsverloop",,1190611
LT1635643,periodo,"vesting,time period,stressed period",,periodo de estrés,"periodo mínimo,periodo de tiempo,período de tiempo,periodo de estrés",,Stressperiode,"Wartezeit,Zeitspanne,Stressperiode",,periode van spanningen,"volledige loopbaan,tijdsverloop,periode van spanningen",,3556362
LT1635643,periodo,"vesting,time period,stressed period",,periodo asimilado,"periodo mínimo,periodo de tiempo,período de tiempo,periodo de estrés,periodo asimilado",,Ersatzzeit,"Wartezeit,Zeitspanne,Stressperiode,Ersatzzeit",,periode van spanningen,"volledige loopbaan,tijdsverloop,periode van spanningen",,1395961
LT1635643,periodo,"vesting,time period,stressed period,rest period",a period during which the metabolism of the organism is at a lower level than in activity periods,periodo de descanso,"periodo mínimo,periodo de tiempo,período de tiempo,periodo de estrés,periodo asimilado,periodo de descanso",,Pause,"Wartezeit,Zeitspanne,Stressperiode,Ersatzzeit,Pause",Unterbrechung der Erwerbstätigkeit,rust,"volledige loopbaan,tijdsverloop,periode van spanningen,rust,pauze",,1353351
LT3637683,descanso,"break,break period,break in work,pause,work break","break, break period: an interruption from work or duty for rest, relaxation or recreation",pausa,"pausa,recreo",,Pause,"Pause,Pausenzeit,Arbeitspause,Ruhepause",Pause:kürzere Unterbrechung einer Tätigkeit zur Wiederherstellung der psychischen und physischen Leistungskraft,pauze tijdens het werk,pauze tijdens het werk,,1395891
LT3637683,descanso,"break,break period,break in work,pause,work break,rest",any uninterrupted period of at least one hour during which the driver may freely dispose of his time,descanso,"pausa,recreo,",cada período ininterrumpido de por lo menos una hora durante el cual el conductor puede disponer libremente de su tiempo,Ruhezeit,"Pause,Pausenzeit,Arbeitspause,Ruhepause,Ruhezeit","jeder ununterbrochene Zeitraum von mindestens 1 Stunde, in dem der Fahrer frei über seine Zeit verfügen kann",rusttijd,"pauze tijdens het werk,rusttijd",ieder ononderbroken tijdvak van ten minste een uur waarin de bestuurder vrij over zijn tijd kan beschikken,1099736
LT3637683,descanso,"break,break period,break in work,pause,work break,rest,annual rest",,descanso anual,"pausa,recreo,,descanso anual",,Jahresruhezeit,"Pause,Pausenzeit,Arbeitspause,Ruhepause,Ruhezeit,Jahresruhezeit",,jaarlijkse rusttijd,"pauze tijdens het werk,rusttijd,jaarlijkse rusttijd",,140192
LT3637683,descanso,"break,break period,break in work,pause,work break,rest,annual rest",,día libre,"pausa,recreo,,descanso anual,día libre,día de descanso",,arbeitsfreier Tag,"Pause,Pausenzeit,Arbeitspause,Ruhepause,Ruhezeit,Jahresruhezeit,arbeitsfreier Tag","Tag, an dem nicht gearbeitet wird",vakantiedag,"pauze tijdens het werk,rusttijd,jaarlijkse rusttijd,vakantiedag",,1392636
LT3637683,descanso,"break,break period,break in work,pause,work break,rest,annual rest,weekly rest day,weekly day off","the statutory rest period of 24 consecutive hours per week to which every employee is entitled and which,in principal,falls on a Sunday",descanso semanal,"pausa,recreo,,descanso anual,día libre,día de descanso,descanso semanal",,wöchentliche Ruhezeit,"Pause,Pausenzeit,Arbeitspause,Ruhepause,Ruhezeit,Jahresruhezeit,arbeitsfreier Tag,wöchentliche Ruhezeit",,wekelijkse rusttijd,"pauze tijdens het werk,rusttijd,jaarlijkse rusttijd,vakantiedag,wekelijkse rusttijd,wekelijkse rustdag",,1353419
LT3077813,ordinarias,par and surplus of common and preferred shares,,valor nominal y superávit de acciones ordinarias y preferentes,valor nominal y superávit de acciones ordinarias y preferentes,,,,,,,,3571875
LT3077813,ordinarias,"par and surplus of common and preferred shares,profit or loss on ordinary activities after tax",,resultados procedentes de actividades ordinarias después de impuestos,"valor nominal y superávit de acciones ordinarias y preferentes,resultados procedentes de actividades ordinarias después de impuestos",,Ergebnis der normalen Geschäftstätigkeit nach Steuern,Ergebnis der normalen Geschäftstätigkeit nach Steuern,,"resultaat uit de normale bedrijfsuitoefening, na belasting","resultaat uit de normale bedrijfsuitoefening, na belasting",,792998
LT3077813,ordinarias,"par and surplus of common and preferred shares,profit or loss on ordinary activities after tax,statute law,statutory law,ordinary act,ordinary law",The body of law derived from statutes rather than from constitutions or judicial decisions.,ley ordinaria,"valor nominal y superávit de acciones ordinarias y preferentes,resultados procedentes de actividades ordinarias después de impuestos,ley ordinaria","""leyes ordinarias"":1) Son las generales, y se concretan por exclusión al no ser las orgánicas ni otras modalidades legislativas.La Ley ordinaria emana del Parlamento; su aprobación se hace por mayoría de miembros presentes en la Cámara.2) Son aquella categoría de leyes que emanan del poder legislativo ordinario.Son leyes ordinarias: las Leyes de Cortes; las Leyes Refrendadas; las Leyes de las Comunidades Autónomas; las Leyes-Marco; las Leyes de principios armonizadores de las disposiciones normativas de las Comunidades Autónomas.",einfaches Gesetz,"Ergebnis der normalen Geschäftstätigkeit nach Steuern,einfaches Gesetz","in DE und AT förmliches Gesetz, das mit der einfachen (absoluten) Mehrheit des entscheidenden Gremiums gesetzt (verabschiedet) wird",gewone wet,"resultaat uit de normale bedrijfsuitoefening, na belasting,gewone wet",,886050
LT3077813,ordinarias,"par and surplus of common and preferred shares,profit or loss on ordinary activities after tax,statute law,statutory law,ordinary act,ordinary law,ordinary law",,ley ordinaria,"valor nominal y superávit de acciones ordinarias y preferentes,resultados procedentes de actividades ordinarias después de impuestos,ley ordinaria,ley ordinaria","ley no definida en la norma máxima, que se concreta por deducción excluyente, al no tratarse de ley orgánica ni de las otras modalidades legislativas",einfaches Gesetz,"Ergebnis der normalen Geschäftstätigkeit nach Steuern,einfaches Gesetz","in DE und AT förmliches Gesetz, das mit der einfachen (absoluten) Mehrheit des entscheidenden Gremiums gesetzt (verabschiedet) wird",gewone wet,"resultaat uit de normale bedrijfsuitoefening, na belasting,gewone wet",,1883098
LT3077813,ordinarias,"par and surplus of common and preferred shares,profit or loss on ordinary activities after tax,statute law,statutory law,ordinary act,ordinary law,ordinary law",,socio ordinario,"valor nominal y superávit de acciones ordinarias y preferentes,resultados procedentes de actividades ordinarias después de impuestos,ley ordinaria,ley ordinaria,socio ordinario,miembro ordinario",,Pflichtmitglied,"Ergebnis der normalen Geschäftstätigkeit nach Steuern,einfaches Gesetz,Pflichtmitglied","Mitglied in einem Verband o. ae.,fuer den Pflichtmitgliedschaft besteht",gewone wet,"resultaat uit de normale bedrijfsuitoefening, na belasting,gewone wet",,1395614
LT2133798,nocturno,night work,all work performed during a period of not less than seven consecutive hours comprised between 8.00 pm and 9.00 am,trabajo nocturno,trabajo nocturno,todo trabajo efectuado durante un período no inferior a siete horas consecutivas comprendidas entre las 20 y las 9 horas,Nachtarbeit,Nachtarbeit,jegliche Arbeit in einer Zeitspanne von mindestens sieben zusammenhängenden Stunden zwischen 20 Uhr und 9 Uhr,nachtarbeid,nachtarbeid,alle werkzaamheden die worden verricht gedurende een tijdspanne van niet minder dan zeven aanengesloten uren begrepen tussen 20.00 en 09.00 uur,1442595
LT2133798,nocturno,"night work,night work",,trabajo nocturno,"trabajo nocturno,trabajo nocturno",,Nachtarbeit,"Nachtarbeit,Nachtarbeit",,nachtarbeid,"nachtarbeid,nachtarbeid",,126618
LT2133798,nocturno,"night work,night work,night worker",,trabajador nocturno,"trabajo nocturno,trabajo nocturno,trabajador nocturno",,Nachtarbeitnehmer,"Nachtarbeit,Nachtarbeit,Nachtarbeitnehmer",,nachtarbeider,"nachtarbeid,nachtarbeid,nachtarbeider",,156032
LT2133798,nocturno,"night work,night work,night worker,nightwork on board",,trabajo nocturno a bordo,"trabajo nocturno,trabajo nocturno,trabajador nocturno,trabajo nocturno a bordo",,Nachtarbeit an Bord,"Nachtarbeit,Nachtarbeit,Nachtarbeitnehmer,Nachtarbeit an Bord",,nachtwerk aan boord,"nachtarbeid,nachtarbeid,nachtarbeider,nachtwerk aan boord",,1227473
LT2133798,nocturno,"night work,night work,night worker,nightwork on board,continous night work,continuous nights,permanent night shift work",work according to a system in which all 8 hours of a work day always fall outside the period between 6.00 am and 5.00 pm,trabajo nocturno permanente,"trabajo nocturno,trabajo nocturno,trabajador nocturno,trabajo nocturno a bordo,trabajo nocturno permanente",,kontinuierliche Nachtschichtarbeit,"Nachtarbeit,Nachtarbeit,Nachtarbeitnehmer,Nachtarbeit an Bord,kontinuierliche Nachtschichtarbeit",,continue nachtarbeid,"nachtarbeid,nachtarbeid,nachtarbeider,nachtwerk aan boord,continue nachtarbeid",,1353429
LT9750329,contrato en prácticas,,,,,,,,,,,,
LT7387343,respecto,fraud in obtaining a judgment,,fraude con respecto al juez,fraude con respecto al juez,,Prozeßbetrug,Prozeßbetrug,,bedrog tijdens een proces,bedrog tijdens een proces,,1130020
LT7387343,respecto,"fraud in obtaining a judgment,as compared with the preceding year",,con respecto al año anterior,"fraude con respecto al juez,con respecto al año anterior",,gegenueber dem Vorjahr,"Prozeßbetrug,gegenueber dem Vorjahr",,in vergelijking met het voorgaande jaar,"bedrog tijdens een proces,in vergelijking met het voorgaande jaar",,1234026
LT7387343,respecto,"fraud in obtaining a judgment,as compared with the preceding year,euro central rate",,paridad central respecto al euro,"fraude con respecto al juez,con respecto al año anterior,paridad central respecto al euro","Tipo de cambio oficial frente al euro de las monedas que participan en el MTC II, y en torno al cual se definen las bandas de fluctuación del MTC II.",Euro-Leitkurs,"Prozeßbetrug,gegenueber dem Vorjahr,Euro-Leitkurs",Der offizielle Wechselkurs der am WKM II teilnehmenden Währungen gegenüber dem Euro; die Schwankungsbandbreiten des WKM II werden zu beiden Seiten des Leitkurses festgelegt. (Jahresbericht der EZB 1999),in vergelijking met het voorgaande jaar,"bedrog tijdens een proces,in vergelijking met het voorgaande jaar",,918118
LT7387343,respecto,"fraud in obtaining a judgment,as compared with the preceding year,euro central rate,in the case of public undertakings",,respecto de las empresas públicas,"fraude con respecto al juez,con respecto al año anterior,paridad central respecto al euro,respecto de las empresas públicas",,in bezug auf oeffentliche Unternehmen,"Prozeßbetrug,gegenueber dem Vorjahr,Euro-Leitkurs,in bezug auf oeffentliche Unternehmen",,met betrekking tot de openbare bedrijven,"bedrog tijdens een proces,in vergelijking met het voorgaande jaar,met betrekking tot de openbare bedrijven",,1233902
LT7387343,respecto,"fraud in obtaining a judgment,as compared with the preceding year,euro central rate,in the case of public undertakings,abuse in relation to the designer",,acto abusivo con respecto al autor,"fraude con respecto al juez,con respecto al año anterior,paridad central respecto al euro,respecto de las empresas públicas,acto abusivo con respecto al autor",,mißbräuchliche Handlung gegenüber dem Entwerfer,"Prozeßbetrug,gegenueber dem Vorjahr,Euro-Leitkurs,in bezug auf oeffentliche Unternehmen,mißbräuchliche Handlung gegenüber dem Entwerfer",,misbruik ten aanzien van de ontwerper,"bedrog tijdens een proces,in vergelijking met het voorgaande jaar,met betrekking tot de openbare bedrijven,misbruik ten aanzien van de ontwerper",,1100566
LT6243478,modalidad,"application-to-application mode,A2A",,modalidad aplicación-aplicación,"modalidad aplicación-aplicación,modalidad A2A",Modalidad del sistema TARGET2 en la que la información y los mensajes se transmiten entre el módulo de pagos y la aplicación interna del participante.,Application-to-Application-Modus,"Application-to-Application-Modus,A2A",,,,,3537900
LT6243478,modalidad,"application-to-application mode,A2A,tax relief procedure",,modalidad de bonificación del impuesto,"modalidad aplicación-aplicación,modalidad A2A,modalidad de bonificación del impuesto",,Steuermäßigungsmodalität,"Application-to-Application-Modus,A2A,Steuermäßigungsmodalität",,regel tot verzachting van de belasting,regel tot verzachting van de belasting,,1116083
LT6243478,modalidad,"application-to-application mode,A2A,tax relief procedure,procedure for designating the Advocates General",,modalidad de designación de los Abogados Generales,"modalidad aplicación-aplicación,modalidad A2A,modalidad de bonificación del impuesto,modalidad de designación de los Abogados Generales",,Einzelheit für die Bestellung der Generalanwälte,"Application-to-Application-Modus,A2A,Steuermäßigungsmodalität,Einzelheit für die Bestellung der Generalanwälte",,wijze waarop de advocaten-generaal worden aangewezen,"regel tot verzachting van de belasting,wijze waarop de advocaten-generaal worden aangewezen",,1133913
LT6243478,modalidad,"application-to-application mode,A2A,tax relief procedure,procedure for designating the Advocates General,payments procedure",,modalidade de pago,"modalidad aplicación-aplicación,modalidad A2A,modalidad de bonificación del impuesto,modalidad de designación de los Abogados Generales,modalidade de pago",,Zahlungsmodalität,"Application-to-Application-Modus,A2A,Steuermäßigungsmodalität,Einzelheit für die Bestellung der Generalanwälte,Zahlungsmodalität",,betalingswijze,"regel tot verzachting van de belasting,wijze waarop de advocaten-generaal worden aangewezen,betalingswijze,wijze van betaling",,1077730
LT6243478,modalidad,"application-to-application mode,A2A,tax relief procedure,procedure for designating the Advocates General,payments procedure,conversion rules",,modalidades de conversión,"modalidad aplicación-aplicación,modalidad A2A,modalidad de bonificación del impuesto,modalidad de designación de los Abogados Generales,modalidade de pago,modalidades de conversión,reglas de conversión",,Umrechnungsregeln,"Application-to-Application-Modus,A2A,Steuermäßigungsmodalität,Einzelheit für die Bestellung der Generalanwälte,Zahlungsmodalität,Umrechnungsregeln",,omrekeningsvoorschriften,"regel tot verzachting van de belasting,wijze waarop de advocaten-generaal worden aangewezen,betalingswijze,wijze van betaling,omrekeningsvoorschriften,omrekeningsregelingen",,1104591
LT4458080,incompatibilidad,incompatibility,the holder of an elective mandate is forbidden to hold another office which would presumably be detrimental to the latter,incompatibilidad,,"impedimento para ejercer, además del mandato electoral, una función determinada que podría impedir que el diputado desempeñara su cargo con la debida independencia",Inkompatibilität,Inkompatibilität,"Unmöglichkeit, gleichzeitig mehrere öffentliche Ämter in verschiedenen Gewalten auszuüben. So ist etwa ein Abgeordnetenmandat mit dem Richteramt unvereinbar",onverenigbaarheid,onverenigbaarheid,verbod om een door verkiezing verkregen mandaat te cumuleren met een andere functie die hieraan kan schaden,1414848
LT4458080,incompatibilidad,"incompatibility,cooling-off period,cooling off period","period of time during which a person is barred from certain positions or responsibilities due to his or her previous activities which may, for example, present a conflict of interest",período de incompatibilidad,",período de incompatibilidad",Período inmediatamente posterior al cese en un alto cargo público o en un puesto funcionarial durante el cual hay el impedimento de desempeñar funciones en empresas o sociedades privadas relacionadas directamente con las competencias del cargo desempeñado.,Wartezeit,"Inkompatibilität,Wartezeit,Karenzzeit",,afkoelingsperiode,"onverenigbaarheid,afkoelingsperiode",,2250148
LT4458080,incompatibilidad,"incompatibility,cooling-off period,cooling off period,claim for incompatibility",,acusación de incompatibilidad,",período de incompatibilidad,acusación de incompatibilidad",,Wartezeit,"Inkompatibilität,Wartezeit,Karenzzeit",,bezwaar van onverenigbaarheid,"onverenigbaarheid,afkoelingsperiode,bezwaar van onverenigbaarheid",,1180030
LT4458080,incompatibilidad,"incompatibility,cooling-off period,cooling off period,claim for incompatibility,incompatibility of duties allowance",,complemento por incompatibilidad,",período de incompatibilidad,acusación de incompatibilidad,complemento por incompatibilidad",,Unvereinbarkeitsentschaedigung,"Inkompatibilität,Wartezeit,Karenzzeit,Unvereinbarkeitsentschaedigung",,vergoeding wegens onverenigbaarheid van functies,"onverenigbaarheid,afkoelingsperiode,bezwaar van onverenigbaarheid,vergoeding wegens onverenigbaarheid van functies",,1195629
LT4458080,incompatibilidad,"incompatibility,cooling-off period,cooling off period,claim for incompatibility,incompatibility of duties allowance,Public Service Incompatibilities Law",,LIF,",período de incompatibilidad,acusación de incompatibilidad,complemento por incompatibilidad,LIF,Ley de Incompatibilidades de los Funcionarios",,Unvereinbarkeitsentschaedigung,"Inkompatibilität,Wartezeit,Karenzzeit,Unvereinbarkeitsentschaedigung",,vergoeding wegens onverenigbaarheid van functies,"onverenigbaarheid,afkoelingsperiode,bezwaar van onverenigbaarheid,vergoeding wegens onverenigbaarheid van functies",,264815
LT5060530,contrato,,,arreglo,"arreglo,acuerdo,avenencia,convención,convenio",,Vereinbarung,"Vereinbarung,Uebereinkommen,Abmachung,Regelung","ein Rechtsgeschaeft, bei dem durch mindestens zwei uebereinstimmende Willenserklaerungen ein rechtlicher Erfolg erzielt werden soll",,,,1391772
