víctimas de violencia de género,"8. Los trabajadores que tengan la consideración de víctimas de violencia de género o de víctimas del terrorismo tendrán derecho, para hacer efectiva su protección o su derecho a la asistencia social integral, a la reducción de la jornada de trabajo con disminución proporcional del salario o a la reordenación del tiempo de trabajo, a través de la adaptación del horario, de la aplicación del horario flexible o de otras formas de ordenación del tiempo de trabajo que se utilicen en la empresa.
",51,82
procedimiento de consultas,"La intervención como interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo.
",74,100
Real Decreto Legislativo,"El artículo Uno.d) de la Ley 20/2014, de 29 de octubre, por la que se delega en el Gobierno la potestad de dictar diversos textos refundidos, en virtud de lo establecido en el artículo 82 y siguientes de la Constitución Española, autorizó al Gobierno para aprobar un texto refundido en el que se integrasen, debidamente regularizadas, aclaradas y armonizadas, el texto refundido de la Ley del Estatuto de los Trabajadores, aprobado mediante Real Decreto Legislativo 1/1995, de 24 de marzo, y todas las disposiciones legales relacionadas que se enumeran en ese apartado, así como las normas con rango de ley que las hubieren modificado. El plazo para la realización de dicho texto era de doce meses a partir de la entrada en vigor de la citada Ley 20/2014, que tuvo lugar el 31 de octubre de 2014.
",441,465
realización de horas complementarias,"La realización de horas complementarias se regirá por lo dispuesto en el apartado 5.
",3,39
jornada diaria,"b) Cuando el contrato a tiempo parcial conlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo.
",68,82
realización de horas,"La realización de horas complementarias se regirá por lo dispuesto en el apartado 5.
",3,23
despido disciplinario,"3. Contra la decisión extintiva podrá recurrir como si se tratase de despido disciplinario.
",69,90
trabajadores fijos,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta. Estos contratos no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior. Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
",545,563
párrafo segundo,"En el supuesto previsto en el párrafo segundo del apartado 6, el contrato de relevo deberá alcanzar al menos una duración igual al resultado de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme al texto refundido de la Ley General de la Seguridad Social. En el supuesto de que el contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante.
",30,45
cómputo anual,"3. Los conflictos originados entre los preceptos de dos o más normas laborales, tanto estatales como pactadas, que deberán respetar en todo caso los mínimos de derecho necesario, se resolverán mediante la aplicación de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables.
",286,299
prioridad de permanencia,"7. Los representantes legales de los trabajadores tendrán prioridad de permanencia en los puestos de trabajo a que se refiere este artículo. Mediante convenio colectivo o acuerdo alcanzado durante el periodo de consultas se podrán establecer prioridades de permanencia a favor de trabajadores de otros colectivos, tales como trabajadores con cargas familiares, mayores de determinada edad o personas con discapacidad.
",58,82
servicio determinados,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta. Estos contratos no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior. Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
",70,91
lactancia natural,"Cuando el periodo de vacaciones fijado en el calendario de vacaciones de la empresa al que se refiere el párrafo anterior coincida en el tiempo con una incapacidad temporal derivada del embarazo, el parto o la lactancia natural o con el periodo de suspensión del contrato de trabajo previsto en los apartados 4, 5 y 7 del artículo 48, se tendrá derecho a disfrutar las vacaciones en fecha distinta a la de la incapacidad temporal o a la del disfrute del permiso que por aplicación de dicho precepto le correspondiera, al finalizar el periodo de suspensión, aunque haya terminado el año natural a que correspondan.
",210,227
cesionario,"3. Los empresarios, cedente y cesionario, que infrinjan lo señalado en los apartados anteriores responderán solidariamente de las obligaciones contraídas con los trabajadores y con la Seguridad Social, sin perjuicio de las demás responsabilidades, incluso penales, que procedan por dichos actos.
",30,40
autoridad laboral,"5. A efectos de esta ley se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral.
",146,163
Disposición adicional,"Disposición adicional primera. Trabajo por cuenta propia.
",0,21
resultados de la empresa,"3. Mediante la negociación colectiva o, en su defecto, el contrato individual, se determinará la estructura del salario, que deberá comprender el salario base, como retribución fijada por unidad de tiempo o de obra y, en su caso, complementos salariales fijados en función de circunstancias relativas a las condiciones personales del trabajador, al trabajo realizado o a la situación y resultados de la empresa, que se calcularán conforme a los criterios que a tal efecto se pacten. Igualmente se pactará el carácter consolidable o no de dichos complementos salariales, no teniendo el carácter de consolidables, salvo acuerdo en contrario, los que estén vinculados al puesto de trabajo o a la situación y resultados de la empresa.
",386,410
duración superior,"5. Cuando la relación laboral sea de duración superior a cuatro semanas, el empresario deberá informar por escrito al trabajador, en los términos y plazos que se establezcan reglamentariamente, sobre los elementos esenciales del contrato y las principales condiciones de ejecución de la prestación laboral, siempre que tales elementos y condiciones no figuren en el contrato de trabajo formalizado por escrito.
",37,54
ingresos ordinarios o ventas,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
",242,270
causas objetivas,"l) Por causas objetivas legalmente procedentes.
",7,23
prestación laboral,"5. Cuando la relación laboral sea de duración superior a cuatro semanas, el empresario deberá informar por escrito al trabajador, en los términos y plazos que se establezcan reglamentariamente, sobre los elementos esenciales del contrato y las principales condiciones de ejecución de la prestación laboral, siempre que tales elementos y condiciones no figuren en el contrato de trabajo formalizado por escrito.
",287,305
jornada ordinaria,"b) A la adaptación de la jornada ordinaria de trabajo para la asistencia a cursos de formación profesional.
",25,42
disminución es persistente,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
",306,332
acogimiento múltiples,"4. En los supuestos de nacimiento, adopción, guarda con fines de adopción o acogimiento, de acuerdo con el artículo 45.1.d), las personas trabajadoras tendrán derecho a una hora de ausencia del trabajo, que podrán dividir en dos fracciones, para el cuidado del lactante hasta que este cumpla nueve meses. La duración del permiso se incrementará proporcionalmente en los casos de nacimiento, adopción, guarda con fines de adopción o acogimiento múltiples.
",432,453
consultas con los representantes legales de los trabajadores,"2. El traslado a que se refiere el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
",90,150
consanguinidad,"e) Los trabajos familiares, salvo que se demuestre la condición de asalariados de quienes los llevan a cabo. Se considerarán familiares, a estos efectos, siempre que convivan con el empresario, el cónyuge, los descendientes, ascendientes y demás parientes por consanguinidad o afinidad, hasta el segundo grado inclusive y, en su caso, por adopción.
",260,274
nivel de ingresos ordinarios,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
",233,261
disposición adicional sexta,"8. La disposición adicional sexta del Real Decreto-ley 5/2013, de 15 de marzo, de medidas para favorecer la continuidad de la vida laboral de los trabajadores de mayor edad y promover el envejecimiento activo.
",6,33
relaciones laborales de carácter especial,"1. Se considerarán relaciones laborales de carácter especial:
",19,60
inaplicación,"Cuando el periodo de consultas finalice con acuerdo se presumirá que concurren las causas justificativas a que alude el párrafo segundo, y solo podrá ser impugnado ante la jurisdicción social por la existencia de fraude, dolo, coacción o abuso de derecho en su conclusión. El acuerdo deberá determinar con exactitud las nuevas condiciones de trabajo aplicables en la empresa y su duración, que no podrá prolongarse más allá del momento en que resulte aplicable un nuevo convenio en dicha empresa. El acuerdo de inaplicación no podrá dar lugar al incumplimiento de las obligaciones establecidas en convenio relativas a la eliminación de las discriminaciones por razones de género o de las que estuvieran previstas, en su caso, en el plan de igualdad aplicable en la empresa. Asimismo, el acuerdo deberá ser notificado a la comisión paritaria del convenio colectivo.
",511,523
carácter especial,"Artículo 2. Relaciones laborales de carácter especial.
",36,53
mayoría de los miembros,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",241,264
certificado de profesionalidad,"1. El contrato de trabajo en prácticas podrá concertarse con quienes estuvieren en posesión de título universitario o de formación profesional de grado medio o superior o títulos oficialmente reconocidos como equivalentes, de acuerdo con las leyes reguladoras del sistema educativo vigente, o de certificado de profesionalidad de acuerdo con lo previsto en la Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional, que habiliten para el ejercicio profesional, dentro de los cinco años, o de siete años cuando el contrato se concierte con un trabajador con discapacidad, siguientes a la terminación de los correspondientes estudios, de acuerdo con las siguientes reglas:
",296,326
consultas con los representantes legales,"2. El traslado a que se refiere el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
",90,130
presidente de la mesa,"5. El presidente de la mesa remitirá copias del acta de escrutinio al empresario y a los interventores de las candidaturas, así como a los representantes electos.
",6,27
paritaria,"Cuando el periodo de consultas finalice con acuerdo se presumirá que concurren las causas justificativas a que alude el párrafo segundo, y solo podrá ser impugnado ante la jurisdicción social por la existencia de fraude, dolo, coacción o abuso de derecho en su conclusión. El acuerdo deberá determinar con exactitud las nuevas condiciones de trabajo aplicables en la empresa y su duración, que no podrá prolongarse más allá del momento en que resulte aplicable un nuevo convenio en dicha empresa. El acuerdo de inaplicación no podrá dar lugar al incumplimiento de las obligaciones establecidas en convenio relativas a la eliminación de las discriminaciones por razones de género o de las que estuvieran previstas, en su caso, en el plan de igualdad aplicable en la empresa. Asimismo, el acuerdo deberá ser notificado a la comisión paritaria del convenio colectivo.
",831,840
representantes de los trabajadores y a la autoridad,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar formalmente a los representantes de los trabajadores y a la autoridad laboral el inicio del periodo de consultas. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",142,193
modalidad de contratación,"2. El contrato a tiempo parcial podrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación, excepto en el contrato para la formación y el aprendizaje.
",172,197
cláusulas de los convenios,"1. Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación o condición sexual, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español.
",70,96
relaciones laborales de carácter,"1. Se considerarán relaciones laborales de carácter especial:
",19,51
acuerdo con el artículo,"1. Tendrán la consideración de horas extraordinarias aquellas horas de trabajo que se realicen sobre la duración máxima de la jornada ordinaria de trabajo, fijada de acuerdo con el artículo anterior. Mediante convenio colectivo o, en su defecto, contrato individual, se optará entre abonar las horas extraordinarias en la cuantía que se fije, que en ningún caso podrá ser inferior al valor de la hora ordinaria, o compensarlas por tiempos equivalentes de descanso retribuido. En ausencia de pacto al respecto, se entenderá que las horas extraordinarias realizadas deberán ser compensadas mediante descanso dentro de los cuatro meses siguientes a su realización.
",166,189
situaciones de incapacidad,"Las situaciones de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia y violencia de género interrumpirán el cómputo de la duración del contrato.
",4,30
número de horas,"1. El contrato de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
",128,143
empresa principal,"3. Los trabajadores del contratista o subcontratista deberán ser informados por escrito por su empresario de la identidad de la empresa principal para la cual estén prestando servicios en cada momento. Dicha información deberá facilitarse antes del inicio de la respectiva prestación de servicios e incluirá el nombre o razón social del empresario principal, su domicilio social y su número de identificación fiscal. Asimismo, el contratista o subcontratista deberán informar de la identidad de la empresa principal a la Tesorería General de la Seguridad Social en los términos que reglamentariamente se determinen.
",128,145
consultas con los representantes,"2. El traslado a que se refiere el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
",90,122
empresa contratista,"4. Sin perjuicio de la información sobre previsiones en materia de subcontratación a la que se refiere el artículo 64 cuando la empresa concierte un contrato de prestación de obras o servicios con una empresa contratista o subcontratista, deberá informar a los representantes legales de sus trabajadores sobre los siguientes extremos:
",201,220
encadenamiento,"Disposición adicional decimoquinta. Aplicación de los límites de duración del contrato por obra o servicio determinados y al encadenamiento de contratos en las Administraciones Públicas.
",125,139
pacto en contrario,"4. Todas las cargas fiscales y de Seguridad Social a cargo del trabajador serán satisfechas por el mismo, siendo nulo todo pacto en contrario.
",123,141
ingresos ordinarios,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
",242,261
carácter previo,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",77,92
representantes de los trabajadores y a la autoridad laboral,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar formalmente a los representantes de los trabajadores y a la autoridad laboral el inicio del periodo de consultas. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",142,201
contratos de duración determinada,"Podrán celebrarse contratos de duración determinada en los siguientes supuestos:
",18,51
cláusulas de los convenios colectivos,"1. Se entenderán nulos y sin efecto los preceptos reglamentarios, las cláusulas de los convenios colectivos, los pactos individuales y las decisiones unilaterales del empresario que den lugar en el empleo, así como en materia de retribuciones, jornada y demás condiciones de trabajo, a situaciones de discriminación directa o indirecta desfavorables por razón de edad o discapacidad o a situaciones de discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico, estado civil, condición social, religión o convicciones, ideas políticas, orientación o condición sexual, adhesión o no a sindicatos y a sus acuerdos, vínculos de parentesco con personas pertenecientes a o relacionadas con la empresa y lengua dentro del Estado español.
",70,107
subcontratista,"2. El empresario principal, salvo el transcurso del plazo antes señalado respecto a la Seguridad Social, y durante los tres años siguientes a la terminación de su encargo, responderá solidariamente de las obligaciones referidas a la Seguridad Social contraídas por los contratistas y subcontratistas durante el periodo de vigencia de la contrata.
",284,298
previa consulta,"Asimismo, el Gobierno podrá otorgar subvenciones, desgravaciones y otras medidas para fomentar el empleo de grupos específicos de trabajadores que encuentren dificultades especiales para acceder al empleo. La regulación de las mismas se hará previa consulta a las organizaciones sindicales y asociaciones empresariales más representativas.
",242,257
artículo anterior,"1. Tendrán la consideración de horas extraordinarias aquellas horas de trabajo que se realicen sobre la duración máxima de la jornada ordinaria de trabajo, fijada de acuerdo con el artículo anterior. Mediante convenio colectivo o, en su defecto, contrato individual, se optará entre abonar las horas extraordinarias en la cuantía que se fije, que en ningún caso podrá ser inferior al valor de la hora ordinaria, o compensarlas por tiempos equivalentes de descanso retribuido. En ausencia de pacto al respecto, se entenderá que las horas extraordinarias realizadas deberán ser compensadas mediante descanso dentro de los cuatro meses siguientes a su realización.
",181,198
ámbito sectorial,"a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. Mediante convenio colectivo de ámbito sectorial estatal o, en su defecto, en los convenios colectivos sectoriales de ámbito inferior, se podrán determinar los puestos de trabajo o grupos profesionales objeto de este contrato.
",166,182
defecto de pacto,"1. Podrá concertarse por escrito un periodo de prueba, con sujeción a los límites de duración que, en su caso, se establezcan en los convenios colectivos. En defecto de pacto en convenio, la duración del periodo de prueba no podrá exceder de seis meses para los técnicos titulados, ni de dos meses para los demás trabajadores. En las empresas de menos de veinticinco trabajadores el periodo de prueba no podrá exceder de tres meses para los trabajadores que no sean técnicos titulados.
",158,174
convenios colectivos de ámbito,"b) La duración del contrato no podrá ser inferior a seis meses ni exceder de dos años, dentro de cuyos límites los convenios colectivos de ámbito sectorial estatal o, en su defecto, los convenios colectivos sectoriales de ámbito inferior podrán determinar la duración del contrato, atendiendo a las características del sector y de las prácticas a realizar.
",115,145
empresa en el procedimiento de consultas,"La intervención como interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo.
",60,100
representación colectiva,"5. Los trabajadores a distancia podrán ejercer los derechos de representación colectiva conforme a lo previsto en esta ley. A estos efectos dichos trabajadores deberán estar adscritos a un centro de trabajo concreto de la empresa.
",63,87
situación de excedencia,"Cuando el cumplimiento del deber antes referido suponga la imposibilidad de la prestación del trabajo debido en más del veinte por ciento de las horas laborables en un periodo de tres meses, podrá la empresa pasar al trabajador afectado a la situación de excedencia regulada en el artículo 46.1.
",242,265
trabajadores nocturnos,"La jornada de trabajo de los trabajadores nocturnos no podrá exceder de ocho horas diarias de promedio, en un periodo de referencia de quince días. Dichos trabajadores no podrán realizar horas extraordinarias.
",29,51
dirección de la empresa en el procedimiento,"La intervención como interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo.
",44,87
cualquiera de las partes,"2. Durante el periodo de prueba, la persona trabajadora tendrá los derechos y obligaciones correspondientes al puesto de trabajo que desempeñe como si fuera de plantilla, excepto los derivados de la resolución de la relación laboral, que podrá producirse a instancia de cualquiera de las partes durante su transcurso.
",270,294
servicio para los contratos temporales,"Ocho días de salario por cada año de servicio para los contratos temporales celebrados hasta el 31 de diciembre de 2011.
",37,75
52.c,"e) La conversión de un trabajo a tiempo completo en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma unilateral o como consecuencia de una modificación sustancial de condiciones de trabajo al amparo de lo dispuesto en el artículo 41.1.a). El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las medidas que, de conformidad con lo dispuesto en los artículos 51 y 52.c), puedan adoptarse por causas económicas, técnicas, organizativas o de producción.
",532,536
derechos de representación,"5. Los trabajadores a distancia podrán ejercer los derechos de representación colectiva conforme a lo previsto en esta ley. A estos efectos dichos trabajadores deberán estar adscritos a un centro de trabajo concreto de la empresa.
",51,77
normas de desarrollo,"4. El empresario está obligado a garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva tanto en el momento de su contratación, cualquiera que sea la modalidad o duración de esta, como cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo. El trabajador está obligado a seguir la formación y a realizar las prácticas. Todo ello en los términos señalados en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, y en sus normas de desarrollo, en cuanto les sean de aplicación.
",576,596
vistas a la consecución,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",78,101
días naturales,"a) Quince días naturales en caso de matrimonio.
",10,24
periodos de tiempo inferiores,"Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades. La compensación a que se refiere el primer supuesto comprenderá tanto los gastos propios como los de los familiares a su cargo, en los términos que se convengan entre las partes, y nunca será inferior a los límites mínimos establecidos en los convenios colectivos.
",270,299
periodo de consultas con los representantes legales,"2. El traslado a que se refiere el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
",79,130
solidariamente,"2. El empresario principal, salvo el transcurso del plazo antes señalado respecto a la Seguridad Social, y durante los tres años siguientes a la terminación de su encargo, responderá solidariamente de las obligaciones referidas a la Seguridad Social contraídas por los contratistas y subcontratistas durante el periodo de vigencia de la contrata.
",183,197
deberes laborales,"Sección 2.ª Derechos y deberes laborales básicos
",23,40
edad ordinaria de jubilación,"Disposición adicional décima. Cláusulas de los convenios colectivos referidas al cumplimiento de la edad ordinaria de jubilación.
",100,128
Ministerio de Empleo y Seguridad,"La documentación del salario se realizará mediante la entrega al trabajador de un recibo individual y justificativo del pago del mismo. El recibo de salarios se ajustará al modelo que apruebe el Ministerio de Empleo y Seguridad Social, salvo que por convenio colectivo o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se establezca otro modelo que contenga con la debida claridad y separación las diferentes percepciones del trabajador, así como las deducciones que legalmente procedan.
",195,227
vistas a la consecución de un acuerdo,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",78,115
fijos-discontinuos,"2. Deberán constar por escrito los contratos de trabajo cuando así lo exija una disposición legal y, en todo caso, los de prácticas y para la formación y el aprendizaje, los contratos a tiempo parcial, fijos-discontinuos y de relevo, los contratos para la realización de una obra o servicio determinado, los de los trabajadores que trabajen a distancia y los contratados en España al servicio de empresas españolas en el extranjero. Igualmente constarán por escrito los contratos por tiempo determinado cuya duración sea superior a cuatro semanas. De no observarse tal exigencia, el contrato se presumirá celebrado por tiempo indefinido y a jornada completa, salvo prueba en contrario que acredite su naturaleza temporal o el carácter a tiempo parcial de los servicios.
",202,220
trabajadores menores,"2. Los trabajadores menores de dieciocho años no podrán realizar trabajos nocturnos ni aquellas actividades o puestos de trabajo respecto a los que se establezcan limitaciones a su contratación conforme a lo dispuesto en la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, y en las normas reglamentarias aplicables.
",7,27
permanencia en la empresa,"Artículo 21. Pacto de no concurrencia y de permanencia en la empresa.
",43,68
periodos de suspensión del contrato,"a) La de las personas trabajadoras durante los periodos de suspensión del contrato de trabajo por nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo o riesgo durante la lactancia natural a que se refiere el artículo 45.1.d) y e), o por enfermedades causadas por embarazo, parto o lactancia natural, o la notificada en una fecha tal que el plazo de preaviso concedido finalice dentro de dichos periodos.
",47,82
condición de trabajadores fijos,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta. Estos contratos no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior. Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
",532,563
promoción de elecciones,"1. Podrán promover elecciones a delegados de personal y miembros de comités de empresa las organizaciones sindicales más representativas, las que cuenten con un mínimo de un diez por ciento de representantes en la empresa o los trabajadores del centro de trabajo por acuerdo mayoritario. Los sindicatos con capacidad de promoción de elecciones tendrán derecho a acceder a los registros de las Administraciones Públicas que contengan datos relativos a la inscripción de empresas y altas de trabajadores, en la medida necesaria para llevar a cabo tal promoción en sus respectivos ámbitos.
",320,343
acuerdo de las partes,"En caso de que el contrato se hubiera concertado por una duración inferior a la máxima legal o convencionalmente establecida, podrá prorrogarse mediante acuerdo de las partes, hasta por dos veces, sin que la duración de cada prórroga pueda ser inferior a seis meses y sin que la duración total del contrato pueda exceder de dicha duración máxima.
",153,174
centro de trabajo de la empresa,"1. Tendrá la consideración de trabajo a distancia aquel en que la prestación de la actividad laboral se realice de manera preponderante en el domicilio del trabajador o en el lugar libremente elegido por este, de modo alternativo a su desarrollo presencial en el centro de trabajo de la empresa.
",263,294
situaciones de incapacidad temporal,"Las situaciones de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia y violencia de género interrumpirán el cómputo de la duración del contrato.
",4,39
sistema de clasificación profesional,"1. Mediante la negociación colectiva o, en su defecto, acuerdo entre la empresa y los representantes de los trabajadores, se establecerá el sistema de clasificación profesional de los trabajadores por medio de grupos profesionales.
",140,176
condición de trabajadores,"a) Cuando se contrate al trabajador para la realización de una obra o servicio determinados, con autonomía y sustantividad propia dentro de la actividad de la empresa y cuya ejecución, aunque limitada en el tiempo, sea en principio de duración incierta. Estos contratos no podrán tener una duración superior a tres años ampliable hasta doce meses más por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior. Transcurridos estos plazos, los trabajadores adquirirán la condición de trabajadores fijos de la empresa.
",532,557
